Rk,Ht,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1034,6-7,2000,2015,TOT,NBA,Shawn Marion\mariosh01,1163,1062,40097,7289,15056,6498,12666,791,2390,2331,2877,2732,7369,10101,2198,1759,1233,1750,2535,17700,0.484,0.513,0.331,0.51,0.81,0.542
1035,7-3,2016,2018,TOT,NBA,Boban Marjanovic\marjabo01,128,5,1138,256,454,256,454,0,0,211,269,167,301,468,52,28,46,75,130,723,0.564,0.564,,0.564,0.784,0.632
1036,7-0,2018,2018,CHI,NBA,Lauri Markkanen\markkla01,68,68,2020,374,862,229,461,145,401,140,166,79,429,508,79,39,40,83,103,1033,0.434,0.497,0.362,0.518,0.843,0.552
1037,6-10,2007,2007,MIL,NBA,Damir Markota\markoda01,30,0,170,19,52,13,36,6,16,7,11,11,20,31,6,3,1,15,22,51,0.365,0.361,0.375,0.423,0.636,0.449
1038,6-10,2000,2011,TOT,NBA,Sean Marks\marksse01,222,11,2247,254,570,249,545,5,25,114,171,158,342,500,50,32,87,113,339,627,0.446,0.457,0.2,0.45,0.667,0.486
1039,6-7,2000,2003,TOT,NBA,Donny Marshall\marshdo02,29,0,163,11,43,9,35,2,8,17,24,8,17,25,5,5,0,6,21,41,0.256,0.257,0.25,0.279,0.708,0.383
1040,6-9,2000,2009,TOT,NBA,Donyell Marshall\marshdo01,641,272,17124,2793,6215,2112,4358,681,1857,1104,1479,1279,3233,4512,872,556,573,847,1488,7371,0.449,0.485,0.367,0.504,0.746,0.537
1041,6-4,2013,2016,TOT,NBA,Kendall Marshall\marshke01,160,57,3083,315,789,187,443,128,346,44,72,23,230,253,779,107,10,285,180,802,0.399,0.422,0.37,0.48,0.611,0.489
1042,6-9,2006,2007,TOT,NBA,Rawle Marshall\marshra01,63,11,602,56,149,51,128,5,21,53,74,16,44,60,23,20,12,34,39,170,0.376,0.398,0.238,0.393,0.716,0.468
1043,6-7,2009,2015,TOT,NBA,Cartier Martin\martica01,243,15,3351,430,1098,212,512,218,586,151,207,88,375,463,121,97,27,128,317,1229,0.392,0.414,0.372,0.491,0.729,0.517
1044,5-11,2000,2008,TOT,NBA,Darrick Martin\martida01,220,1,2153,275,787,181,497,94,290,182,224,21,96,117,311,71,3,114,238,826,0.349,0.364,0.324,0.409,0.813,0.466
1045,6-10,2016,2018,MEM,NBA,Jarell Martin\martija01,142,39,2599,333,763,290,638,43,125,174,228,178,388,566,96,64,65,133,360,883,0.436,0.455,0.344,0.465,0.763,0.511
1046,6-9,2001,2015,TOT,NBA,Kenyon Martin\martike01,757,667,23134,3875,8031,3809,7749,66,282,1509,2398,1312,3847,5159,1439,893,864,1318,2498,9325,0.483,0.492,0.234,0.487,0.629,0.513
1047,6-7,2005,2016,TOT,NBA,Kevin Martin\martike02,714,504,21559,3847,8797,2706,5828,1141,2969,3561,4091,401,1877,2278,1352,643,78,1200,1361,12396,0.437,0.464,0.384,0.502,0.87,0.585
1048,6-8,2000,2004,TOT,NBA,Jamal Mashburn\mashbja01,293,291,11469,2217,5274,1823,4222,394,1052,1054,1293,272,1542,1814,1389,306,55,768,718,5882,0.42,0.432,0.375,0.458,0.815,0.503
1049,6-7,2000,2003,TOT,NBA,Anthony Mason\masonan01,309,301,11649,1284,2634,1283,2631,1,3,922,1233,528,2003,2531,1170,243,88,548,785,3491,0.487,0.488,0.333,0.488,0.748,0.55
1050,6-7,2001,2010,TOT,NBA,Desmond Mason\masonde01,643,385,19641,2931,6535,2865,6281,66,254,1839,2485,804,2059,2863,1049,441,230,1032,1432,7767,0.449,0.456,0.26,0.454,0.74,0.509
1051,6-0,2018,2018,SAC,NBA,Frank Mason\masonfr01,52,2,984,144,380,113,294,31,86,94,115,30,100,130,147,34,10,65,72,413,0.379,0.384,0.36,0.42,0.817,0.48
1052,6-5,2003,2014,TOT,NBA,Roger Mason\masonro01,518,103,9147,1196,2933,602,1384,594,1549,303,350,78,819,897,677,189,75,370,709,3289,0.408,0.435,0.383,0.509,0.866,0.533
1053,6-9,2000,2005,TOT,NBA,Tony Massenburg\masseto01,313,58,4459,549,1217,548,1215,1,2,303,413,352,716,1068,98,91,121,257,719,1402,0.451,0.451,0.5,0.452,0.734,0.501
1054,6-10,2018,2018,CHO,NBA,Mangok Mathiang\mathima01,4,0,20,4,7,4,7,0,0,0,1,3,7,10,0,1,0,0,5,8,0.571,0.571,,0.571,0,0.538
1055,6-5,2010,2018,TOT,NBA,Wesley Matthews\matthwe02,655,594,21488,3108,7274,1703,3607,1405,3667,1438,1738,351,1719,2070,1444,736,129,867,1455,9059,0.427,0.472,0.383,0.524,0.827,0.563
1056,6-7,2006,2015,TOT,NBA,Jason Maxiell\maxieja01,618,188,11379,1398,2823,1398,2818,0,5,685,1214,1048,1528,2576,266,230,490,487,1197,3481,0.495,0.496,0,0.495,0.564,0.518
1057,6-4,2000,2001,TOT,NBA,Vernon Maxwell\maxweve01,90,6,1649,242,713,141,379,101,334,129,180,19,126,145,124,59,12,88,147,714,0.339,0.372,0.302,0.41,0.717,0.451
1058,6-9,2006,2010,TOT,NBA,Sean May\mayse01,119,25,1868,324,708,321,695,3,13,170,228,155,326,481,115,53,47,134,236,821,0.458,0.462,0.231,0.46,0.746,0.508
1059,6-3,2010,2014,TOT,NBA,Eric Maynor\maynoer01,267,2,3896,440,1122,329,805,111,317,150,208,67,281,348,760,111,20,281,296,1141,0.392,0.409,0.35,0.442,0.721,0.47
1060,6-5,2009,2016,TOT,NBA,O.J. Mayo\mayooj01,547,325,16919,2808,6547,1954,4260,854,2287,1104,1346,285,1421,1706,1607,559,141,1130,1239,7574,0.429,0.459,0.373,0.494,0.82,0.53
1061,6-8,2009,2018,TOT,NBA,Luc Mbah a Moute\mbahalu01,682,453,15952,1675,3685,1470,3074,205,611,800,1211,959,1832,2791,586,609,262,644,1234,4355,0.455,0.478,0.336,0.482,0.661,0.516
1062,6-9,2015,2018,TOT,NBA,James Michael McAdoo\mcadoja01,111,3,874,133,252,128,235,5,17,63,118,79,109,188,37,33,47,42,108,334,0.528,0.545,0.294,0.538,0.534,0.549
1063,6-3,2014,2016,TOT,NBA,Ray McCallum\mccalra01,154,46,2808,374,916,303,704,71,212,101,142,78,228,306,368,79,27,148,190,920,0.408,0.43,0.335,0.447,0.711,0.47
1064,6-4,2006,2009,TOT,NBA,Rashad McCants\mccanra01,249,39,5037,923,2144,631,1351,292,793,341,460,114,392,506,331,183,61,362,584,2479,0.431,0.467,0.368,0.499,0.741,0.528
1065,6-10,2000,2006,TOT,NBA,Walter McCarty\mccarwa01,444,40,7183,707,1811,322,732,385,1079,224,331,225,827,1052,440,239,107,322,811,2023,0.39,0.44,0.357,0.497,0.677,0.517
1066,6-11,2002,2004,TOT,NBA,Amal McCaskill\mccasam01,97,3,859,71,183,71,182,0,1,34,57,71,120,191,29,21,31,41,125,176,0.388,0.39,0,0.388,0.596,0.423
1067,6-7,2017,2018,GSW,NBA,Patrick McCaw\mccawpa01,128,30,2035,198,470,138,267,60,203,55,71,37,145,182,158,75,25,77,129,511,0.421,0.517,0.296,0.485,0.775,0.51
1068,7-0,2001,2001,DEN,NBA,Dan McClintock\mcclida01,6,1,58,9,18,9,18,0,0,0,5,10,7,17,1,0,2,3,11,18,0.5,0.5,,0.5,0,0.446
1069,6-6,2000,2002,DEN,NBA,George McCloud\mccloge01,223,45,5955,722,1869,478,1130,244,739,432,525,194,566,760,729,159,72,395,520,2120,0.386,0.423,0.33,0.452,0.823,0.505
1070,6-3,2014,2018,POR,NBA,CJ McCollum\mccolcj01,341,244,9948,2233,4920,1577,3314,656,1606,738,877,181,827,1008,989,303,110,602,691,5860,0.454,0.476,0.408,0.521,0.842,0.552
1071,6-2,2016,2018,PHI,NBA,T.J. McConnell\mccontj01,238,69,5445,664,1397,595,1191,69,206,130,170,119,608,727,1204,321,33,411,375,1527,0.475,0.5,0.335,0.5,0.765,0.519
1072,6-10,2000,2008,TOT,NBA,Jelani McCoy\mccoyje01,234,72,3493,454,871,454,871,0,0,159,325,258,584,842,131,64,173,235,479,1067,0.521,0.521,,0.521,0.489,0.526
1073,6-5,2007,2007,MIL,NBA,Chris McCray\mccrach01,5,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,,0,,0
1074,6-8,2018,2018,UTA,NBA,Erik McCree\mccreer01,4,0,8,0,2,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,0
1075,6-11,2016,2018,TOT,NBA,Chris McCullough\mcculch01,59,4,532,78,183,63,134,15,49,23,42,41,71,112,15,30,19,20,54,194,0.426,0.47,0.306,0.467,0.548,0.481
1076,6-6,2015,2017,TOT,NBA,K.J. McDaniels\mcdankj01,148,16,2092,278,675,208,434,70,241,156,201,96,228,324,95,70,94,151,205,782,0.412,0.479,0.29,0.464,0.776,0.512
1077,6-8,2015,2018,TOT,NBA,Doug McDermott\mcderdo01,264,13,5458,793,1756,501,1032,292,724,217,264,103,514,617,202,50,28,164,357,2095,0.452,0.485,0.403,0.535,0.822,0.56
1078,6-9,2000,2011,TOT,NBA,Antonio McDyess\mcdyean01,734,366,18830,3171,6314,3171,6304,0,10,1227,1881,1720,3659,5379,931,493,612,990,2084,7569,0.502,0.503,0,0.502,0.652,0.53
1079,6-8,2007,2007,PHI,NBA,Ivan McFarlin\mcfariv01,11,0,41,5,13,5,12,0,1,5,7,7,4,11,1,0,0,1,8,15,0.385,0.417,0,0.385,0.714,0.466
1080,6-10,2015,2016,OKC,NBA,Mitch McGary\mcgarmi01,52,2,557,99,188,99,182,0,6,29,50,57,126,183,17,17,18,38,82,227,0.527,0.544,0,0.527,0.58,0.54
1081,7-0,2009,2018,TOT,NBA,JaVale McGee\mcgeeja01,558,187,9331,1769,3166,1768,3151,1,15,637,1094,992,1661,2653,188,203,835,505,1154,4176,0.559,0.561,0.067,0.559,0.582,0.572
1082,6-8,2000,2012,TOT,NBA,Tracy McGrady\mcgratr01,825,684,28373,6362,14630,5303,11508,1059,3122,3689,4934,1075,3654,4729,3950,1035,680,1883,1481,17472,0.435,0.461,0.339,0.471,0.748,0.52
1083,6-4,2017,2018,MIA,NBA,Rodney McGruder\mcgruro01,96,67,2265,226,533,138,278,88,255,48,79,105,183,288,141,54,21,60,161,588,0.424,0.496,0.345,0.507,0.608,0.518
1084,6-9,2008,2013,TOT,NBA,Dominic McGuire\mcguido01,342,84,5348,388,927,385,911,3,16,160,243,344,825,1169,422,154,184,242,501,939,0.419,0.423,0.188,0.42,0.658,0.454
1085,7-1,2000,2001,NJN,NBA,Jim McIlvaine\mcilvji01,84,56,1241,74,182,74,182,0,0,37,68,114,151,265,40,33,132,47,240,185,0.407,0.407,,0.407,0.544,0.436
1086,6-4,2000,2008,TOT,NBA,Jeff McInnis\mcinnje01,528,328,15383,2116,4898,1832,4030,284,868,685,858,232,911,1143,2423,350,29,746,1142,5201,0.432,0.455,0.327,0.461,0.798,0.493
1087,6-9,2000,2002,TOT,NBA,Derrick McKey\mckeyde01,139,21,2405,155,366,136,311,19,55,74,97,126,312,438,154,118,30,88,307,403,0.423,0.437,0.345,0.449,0.763,0.493
1088,6-5,2000,2007,TOT,NBA,Aaron McKie\mckieaa01,453,147,11673,1428,3211,1148,2444,280,767,573,725,236,1326,1562,1396,543,89,662,902,3709,0.445,0.47,0.365,0.488,0.79,0.525
1089,6-5,2018,2018,IND,NBA,Trey McKinney-Jones\mckintr01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1090,6-8,2018,2018,TOR,NBA,Alfonzo McKinnie\mckinal01,14,0,53,8,15,5,6,3,9,2,3,1,6,7,1,1,1,3,8,21,0.533,0.833,0.333,0.633,0.667,0.643
1091,6-5,2014,2018,TOT,NBA,Ben McLemore\mclembe01,349,233,8567,1150,2757,728,1555,422,1202,442,563,171,721,892,403,241,68,456,807,3164,0.417,0.468,0.351,0.494,0.785,0.527
1092,6-2,2004,2007,TOT,NBA,Keith McLeod\mcleoke01,200,88,3723,363,1018,304,809,59,209,320,400,40,228,268,536,145,27,250,359,1105,0.357,0.376,0.282,0.386,0.8,0.463
1093,6-8,2000,2001,TOT,NBA,Roshown McLeod\mcleoro01,79,45,1782,276,664,272,629,4,35,99,121,79,179,258,110,39,13,117,174,655,0.416,0.432,0.114,0.419,0.818,0.457
1094,6-3,2015,2015,PHO,NBA,Jerel McNeal\mcneaje01,6,0,36,3,11,2,9,1,2,2,2,0,3,3,2,3,1,5,5,9,0.273,0.222,0.5,0.318,1,0.379
1095,6-4,2001,2001,TOT,NBA,Paul McPherson\mcphepa01,55,0,595,109,216,107,204,2,12,42,58,40,39,79,38,25,4,47,80,262,0.505,0.525,0.167,0.509,0.724,0.542
1096,6-6,2016,2017,TOT,NBA,Jordan McRae\mcraejo01,59,5,579,92,228,64,155,28,73,48,62,10,51,61,44,11,7,29,48,260,0.404,0.413,0.384,0.465,0.774,0.509
1097,6-10,2008,2018,TOT,NBA,Josh McRoberts\mcrobjo01,433,179,8271,914,1972,718,1396,196,576,309,438,468,1218,1686,901,222,194,381,817,2333,0.463,0.514,0.34,0.513,0.705,0.539
1098,6-10,2001,2007,TOT,NBA,Stanislav Medvedenko\medvest01,263,58,3340,590,1311,588,1298,2,13,208,281,335,409,744,136,88,42,159,518,1390,0.45,0.453,0.154,0.451,0.74,0.484
1099,6-4,2010,2018,TOT,NBA,Jodie Meeks\meeksjo01,531,204,12006,1644,3930,877,1870,767,2060,882,1003,147,961,1108,575,412,35,408,627,4937,0.418,0.469,0.372,0.516,0.879,0.565
1100,7-1,2016,2018,DAL,NBA,Salah Mejri\mejrisa01,168,18,2031,225,352,224,345,1,7,101,173,223,454,677,59,62,164,102,327,552,0.639,0.649,0.143,0.641,0.584,0.645
1101,6-3,2014,2015,TOT,NBA,Gal Mekel\mekelga01,35,1,335,33,106,28,83,5,23,8,12,5,23,28,76,6,1,33,32,79,0.311,0.337,0.217,0.335,0.667,0.355
1102,7-0,2013,2013,BOS,NBA,Fab Melo\melofa01,6,0,36,3,6,3,6,0,0,1,4,0,3,3,0,2,2,1,7,7,0.5,0.5,,0.5,0.25,0.451
1103,6-9,2007,2011,TOT,NBA,Pops Mensah-Bonsu\mensapo01,61,0,509,64,156,64,154,0,2,53,90,83,97,180,11,14,14,40,82,181,0.41,0.416,0,0.41,0.589,0.463
1104,6-7,2000,2005,TOT,NBA,Ron Mercer\mercero01,311,176,9205,1670,3951,1618,3769,52,182,581,725,237,670,907,641,264,84,462,587,3973,0.423,0.429,0.286,0.429,0.801,0.465
1105,6-8,2016,2018,TOT,NBA,Jordan Mickey\mickejo01,64,4,482,62,138,60,121,2,17,26,43,37,92,129,17,9,27,28,53,152,0.449,0.496,0.118,0.457,0.605,0.484
1106,6-8,2013,2018,TOT,NBA,Khris Middleton\middlkh01,378,306,12036,2094,4611,1517,3136,577,1475,957,1091,212,1349,1561,1137,511,82,683,1032,5722,0.454,0.484,0.391,0.517,0.877,0.562
1107,7-0,2001,2009,TOT,NBA,Chris Mihm\mihmch01,436,256,8758,1253,2731,1250,2718,3,13,753,1069,865,1437,2302,223,128,444,535,1264,3262,0.459,0.46,0.231,0.459,0.704,0.509
1108,6-1,2006,2006,GSW,NBA,Aaron Miles\milesaa01,19,0,118,6,18,6,18,0,0,4,4,0,14,14,24,4,1,11,13,16,0.333,0.333,,0.333,1,0.405
1109,6-6,2006,2018,TOT,NBA,C.J. Miles\milescj01,785,302,16265,2752,6646,1580,3397,1172,3249,1029,1272,346,1558,1904,866,565,235,690,1698,7705,0.414,0.465,0.361,0.502,0.809,0.535
1110,6-9,2001,2009,TOT,NBA,Darius Miles\milesda01,446,190,11730,1874,3973,1852,3842,22,131,737,1250,575,1615,2190,840,384,495,892,1023,4507,0.472,0.482,0.168,0.474,0.59,0.498
1111,7-0,2004,2013,TOT,NBA,Darko Milicic\milicda01,468,208,8638,1196,2602,1196,2596,0,6,421,734,628,1343,1971,405,206,613,573,1065,2813,0.46,0.461,0,0.46,0.574,0.481
1112,6-3,2000,2016,TOT,NBA,Andre Miller\millean02,1304,939,40268,6035,13104,5842,12216,193,888,4015,4975,1373,3422,4795,8524,1546,227,3121,2882,16278,0.461,0.478,0.217,0.468,0.807,0.532
1113,6-9,2000,2005,TOT,NBA,Anthony Miller\millean01,41,14,496,55,102,55,102,0,0,26,51,49,118,167,17,12,10,21,71,136,0.539,0.539,,0.539,0.51,0.546
1114,6-11,2000,2012,TOT,NBA,Brad Miller\millebr01,830,598,24068,3368,7036,3168,6428,200,608,2550,3171,1673,4409,6082,2448,630,574,1335,2318,9486,0.479,0.493,0.329,0.493,0.804,0.563
1115,6-8,2013,2018,TOT,NBA,Darius Miller\milleda01,184,13,3404,334,768,140,276,194,492,95,111,35,260,295,200,70,38,104,345,957,0.435,0.507,0.394,0.561,0.856,0.586
1116,6-7,2018,2018,TOR,NBA,Malcolm Miller\millema01,15,4,126,13,28,5,7,8,21,4,4,4,11,15,3,1,2,5,10,38,0.464,0.714,0.381,0.607,1,0.638
1117,6-8,2001,2017,TOT,NBA,Mike Miller\millemi01,1032,570,27812,4016,8747,2426,4837,1590,3910,1351,1757,632,3744,4376,2666,573,229,1561,2043,10973,0.459,0.502,0.407,0.55,0.769,0.576
1118,6-9,2000,2004,TOT,NBA,Oliver Miller\milleol01,99,10,1594,190,333,190,332,0,1,64,96,133,258,391,104,61,106,107,223,444,0.571,0.572,0,0.571,0.667,0.592
1119,6-9,2013,2015,TOT,NBA,Quincy Miller\millequ01,69,16,934,107,306,74,193,33,113,48,68,41,128,169,37,30,37,54,82,295,0.35,0.383,0.292,0.404,0.706,0.439
1120,6-7,2000,2005,IND,NBA,Reggie Miller\millere01,457,457,15533,2252,5080,1394,2819,858,2261,1595,1742,168,1091,1259,1265,431,70,593,725,6957,0.443,0.495,0.379,0.528,0.916,0.595
1121,6-6,2000,2003,GSW,NBA,Chris Mills\millsch01,122,19,2641,411,1016,341,809,70,207,200,245,140,316,456,159,65,25,111,252,1092,0.405,0.422,0.338,0.439,0.816,0.486
1122,6-0,2010,2018,TOT,NBA,Patty Mills\millspa02,523,54,9589,1571,3640,825,1728,746,1912,395,466,165,663,828,1186,338,37,512,649,4283,0.432,0.477,0.39,0.534,0.848,0.557
1123,6-10,2000,2001,TOT,NBA,Terry Mills\millste01,96,78,1955,225,522,127,263,98,259,25,34,54,357,411,90,41,25,56,262,573,0.431,0.483,0.378,0.525,0.735,0.534
1124,6-6,2015,2017,TOT,NBA,Elijah Millsap\millsel01,69,5,1120,93,284,64,180,29,104,72,106,37,154,191,78,63,19,78,159,287,0.327,0.356,0.279,0.379,0.679,0.434
1125,6-8,2007,2018,TOT,NBA,Paul Millsap\millspa01,875,596,25826,4686,9539,4314,8412,372,1127,2701,3678,1975,4524,6499,2025,1139,912,1594,2737,12445,0.491,0.513,0.33,0.511,0.734,0.558
1126,7-6,2003,2011,HOU,NBA,Yao Ming\mingya01,486,476,15818,3380,6445,3378,6435,2,10,2485,2984,1233,3261,4494,769,189,920,1311,1596,9247,0.524,0.525,0.2,0.525,0.833,0.596
1127,6-10,2015,2018,TOT,NBA,Nikola Mirotic\mirotni01,273,70,6473,1065,2542,567,1148,498,1394,585,730,241,1314,1555,352,209,194,333,559,3213,0.419,0.494,0.357,0.517,0.801,0.561
1128,6-2,2000,2000,CHH,NBA,Jason Miskiri\miskija01,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,,0,0,,0
1129,6-3,2018,2018,UTA,NBA,Donovan Mitchell\mitchdo01,79,71,2638,595,1362,408,812,187,550,239,297,52,244,296,291,118,27,215,213,1616,0.437,0.502,0.34,0.506,0.805,0.541
1130,6-6,2000,2002,MIN,NBA,Sam Mitchell\mitchsa01,222,38,2936,384,892,355,791,29,101,159,196,74,269,343,213,65,28,106,312,956,0.43,0.449,0.287,0.447,0.811,0.489
1131,6-8,2014,2014,DET,NBA,Tony Mitchell\mitchto02,21,0,79,5,12,4,11,1,1,11,19,15,11,26,2,6,3,4,9,22,0.417,0.364,1,0.458,0.579,0.54
1132,6-6,2014,2014,MIL,NBA,Tony Mitchell\mitchto03,3,0,10,3,5,3,4,0,1,0,0,1,0,1,1,1,0,0,0,6,0.6,0.75,0,0.6,,0.6
1133,6-4,2018,2018,UTA,NBA,Naz Mitrou-Long\mitrona01,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,,1,1.5,,1.5
1134,6-4,2000,2009,TOT,NBA,Cuttino Mobley\moblecu01,698,544,26162,4147,9574,3115,6855,1032,2719,2151,2574,521,2270,2791,1894,834,290,1441,1612,11477,0.433,0.454,0.38,0.487,0.836,0.536
1135,6-10,2000,2016,TOT,NBA,Nazr Mohammed\mohamna01,979,354,15770,2387,4897,2387,4889,0,8,1011,1578,1790,2881,4671,373,427,635,907,2134,5785,0.487,0.488,0,0.487,0.641,0.517
1136,6-10,2001,2005,TOT,NBA,Jerome Moiso\moisoje01,145,3,1392,158,323,158,320,0,3,70,118,126,269,395,38,45,68,104,183,386,0.489,0.494,0,0.489,0.593,0.515
1137,6-8,2006,2006,TOT,NBA,Sergei Monia\moniase01,26,15,343,29,87,20,53,9,34,10,14,11,41,52,19,7,5,12,41,77,0.333,0.377,0.265,0.385,0.714,0.413
1138,6-3,2018,2018,CHO,NBA,Malik Monk\monkma01,63,0,854,153,425,70,182,83,243,32,38,8,58,66,91,20,9,48,59,421,0.36,0.385,0.342,0.458,0.842,0.477
1139,6-11,2011,2018,TOT,NBA,Greg Monroe\monrogr01,589,415,16995,3247,6310,3247,6298,0,12,1602,2266,1702,3355,5057,1330,658,355,1154,1345,8096,0.515,0.516,0,0.515,0.707,0.554
1140,6-7,2016,2018,TOT,NBA,Luis Montero\montelu01,14,0,50,5,20,4,11,1,9,3,4,0,6,6,1,0,0,6,1,14,0.25,0.364,0.111,0.275,0.75,0.322
1141,7-0,2000,2002,TOT,NBA,Eric Montross\montrer01,154,45,1636,126,325,126,324,0,1,24,74,106,279,385,42,29,58,88,288,276,0.388,0.389,0,0.388,0.324,0.386
1142,6-8,2008,2012,TOT,NBA,Jamario Moon\moonja01,286,157,6451,723,1568,546,1030,177,538,184,229,201,1026,1227,291,229,236,147,424,1807,0.461,0.53,0.329,0.518,0.803,0.541
1143,6-7,2018,2018,IND,NBA,Ben Moore\moorebe01,2,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,,,,,,
1144,6-4,2012,2018,TOT,NBA,E'Twaun Moore\mooreet01,462,148,9692,1430,3146,1024,2092,406,1054,245,331,202,703,905,835,308,107,412,722,3511,0.455,0.489,0.385,0.519,0.74,0.533
1145,6-11,2000,2012,TOT,NBA,Mikki Moore\mooremi01,562,181,10251,1268,2303,1266,2290,2,13,715,963,777,1418,2195,409,179,306,537,1541,3253,0.551,0.553,0.154,0.551,0.742,0.597
1146,6-10,2015,2018,TOT,NBA,Eric Moreland\moreler01,78,3,855,70,129,70,129,0,0,13,33,84,206,290,79,31,55,45,121,153,0.543,0.543,,0.543,0.394,0.533
1147,6-4,2012,2015,TOT,NBA,Darius Morris\morrida01,132,17,1464,166,432,119,286,47,146,51,81,40,86,126,189,45,2,112,127,430,0.384,0.416,0.322,0.439,0.63,0.46
1148,6-5,2018,2018,ATL,NBA,Jaylen Morris\morrija01,6,0,98,13,32,11,22,2,10,0,0,2,14,16,7,2,1,6,2,28,0.406,0.5,0.2,0.438,,0.438
1149,6-9,2012,2018,TOT,NBA,Marcus Morris\morrima03,470,239,12363,1950,4557,1339,2845,611,1712,736,1007,453,1603,2056,719,336,116,541,955,5247,0.428,0.471,0.357,0.495,0.731,0.525
1150,6-10,2012,2018,TOT,NBA,Markieff Morris\morrima02,521,315,13769,2404,5328,2031,4225,373,1103,998,1282,704,2216,2920,901,483,310,882,1519,6179,0.451,0.481,0.338,0.486,0.778,0.524
1151,6-3,2018,2018,DEN,NBA,Monte Morris\morrimo01,3,0,25,4,6,4,5,0,1,2,2,0,2,2,7,3,0,1,1,10,0.667,0.8,0,0.667,1,0.727
1152,6-10,2007,2010,TOT,NBA,Randolph Morris\morrira01,74,2,438,52,122,52,122,0,0,36,66,27,77,104,7,13,7,30,100,140,0.426,0.426,,0.426,0.545,0.463
1153,6-9,2002,2006,TOT,NBA,Terence Morris\morrite01,139,12,1934,209,514,187,402,22,112,32,45,123,254,377,93,35,49,81,126,472,0.407,0.465,0.196,0.428,0.711,0.442
1154,6-8,2007,2010,TOT,NBA,Adam Morrison\morriad01,161,28,3278,467,1252,343,877,124,375,142,200,82,260,342,222,40,12,172,273,1200,0.373,0.391,0.331,0.423,0.71,0.448
1155,6-5,2009,2017,TOT,NBA,Anthony Morrow\morroan01,564,142,12280,1956,4380,1149,2443,807,1937,608,691,309,906,1215,494,317,75,380,897,5327,0.447,0.47,0.417,0.539,0.88,0.569
1156,7-0,2013,2017,TOT,NBA,Donatas Motiejunas\motiedo01,248,101,4553,728,1552,607,1148,121,404,249,415,296,653,949,268,118,81,284,532,1826,0.469,0.529,0.3,0.508,0.6,0.526
1157,6-9,2018,2018,DAL,NBA,Johnathan Motley\motlejo01,11,4,176,40,75,39,69,1,6,15,28,14,35,49,7,3,2,9,18,96,0.533,0.565,0.167,0.54,0.536,0.55
1158,6-11,2001,2002,ATL,NBA,Hanno Mottola\mottoha01,155,17,2360,292,661,291,645,1,16,130,166,130,312,442,75,31,28,137,337,715,0.442,0.451,0.063,0.443,0.783,0.487
1159,6-11,2013,2014,PHI,NBA,Arnett Moultrie\moultar01,59,2,729,94,172,94,172,0,0,22,33,87,93,180,12,25,14,26,65,210,0.547,0.547,,0.547,0.667,0.563
1160,6-10,2000,2008,TOT,NBA,Alonzo Mourning\mournal01,383,235,9689,1783,3309,1782,3300,1,9,1203,1851,778,1735,2513,284,111,984,727,1156,4770,0.539,0.54,0.111,0.539,0.65,0.578
1161,7-1,2011,2018,TOT,NBA,Timofey Mozgov\mozgoti01,454,273,8181,1230,2301,1219,2243,11,58,601,814,769,1456,2225,250,139,383,527,998,3072,0.535,0.543,0.19,0.537,0.738,0.578
1162,6-5,2016,2018,TOT,NBA,Emmanuel Mudiay\mudiaem01,187,121,4719,741,1982,564,1424,177,558,369,505,87,475,562,795,147,59,453,316,2028,0.374,0.396,0.317,0.419,0.731,0.46
1163,6-6,2014,2018,TOT,NBA,Shabazz Muhammad\muhamsh01,278,16,4772,940,1988,817,1602,123,386,501,667,294,476,770,151,81,24,183,283,2504,0.473,0.51,0.319,0.504,0.751,0.549
1164,7-0,2010,2014,TOT,NBA,Byron Mullens\mulleby01,189,66,3446,557,1366,446,1018,111,348,173,245,200,590,790,153,74,98,187,335,1398,0.408,0.438,0.319,0.448,0.706,0.474
1165,6-6,2000,2001,TOT,NBA,Chris Mullin\mullich01,67,10,956,116,293,52,131,64,162,61,69,24,93,117,56,44,19,47,88,357,0.396,0.397,0.395,0.505,0.884,0.552
1166,6-2,2016,2018,TOT,NBA,Xavier Munford\munfoxa02,20,0,265,33,83,24,58,9,25,8,16,4,28,32,26,14,3,17,29,83,0.398,0.414,0.36,0.452,0.5,0.461
1167,6-1,2000,2000,LAC,NBA,Eric Murdock\murdoer01,40,15,693,79,205,63,163,16,42,51,80,15,62,77,108,47,5,58,67,225,0.385,0.387,0.381,0.424,0.638,0.468
1168,7-7,2000,2000,NJN,NBA,Gheorghe Muresan\muresgh01,30,2,267,41,90,41,90,0,0,23,38,24,44,68,9,0,12,16,52,105,0.456,0.456,,0.456,0.605,0.492
