"","Player","Year","RPM1","RPM2","RPM3","Pos","Age","Ht","G","MP","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OBPM","DBPM","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","PF","PTS","ORtg","DRtg"
"11070","Lou Amundson",2009,0.4,-4.9,-2.7,"PF",26,"81",76,1044,0.53,0.004,0.48,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,-1.3,0.8,6.4,12,0.536,0,0,NA,6.4,11.9,0.53781512605042,2.5,5.7,0.43859649122807,7.4,15.4,108,109
"11071","Lou Williams",2007,-0.2,-0.9,1.1,"PG",20,"73",61,688,0.521,0.175,0.436,3,9.2,6.1,26.5,1.7,0.1,15.5,20,-0.6,-2.2,7.2,16.2,0.441,0.9,2.8,0.321428571428571,6.2,13.4,0.462686567164179,4.9,7.1,0.690140845070423,3.2,20.2,105,109
"11072","Lou Williams",2011,1.9,-0.5,-2.03,"SG",24,"73",74.3333333333333,1888,0.5385,0.284833333333333,0.417333333333333,1.95,8.7,5.35,22.45,2.16666666666667,0.616666666666667,12.1166666666667,25.5166666666667,1.73333333333333,-1.75,9.16666666666667,21.9166666666667,0.423333333333333,1.96666666666667,6.18333333333333,0.318059299191375,7.23333333333333,15.7,0.460721868365181,7.48333333333333,9.26666666666667,0.807553956834532,3.43333333333333,27.7833333333333,109.666666666667,109.833333333333
"11073","Lou Williams",2014,2.52,-1.8,1.97,"PG",27,"73",55,1454.83333333333,0.538666666666667,0.372,0.338,1.4,8.1,4.75,21.8166666666667,1.78333333333333,0.666666666666667,10.25,25.05,2.15,-1.66666666666667,9.1,22.1666666666667,0.410833333333333,2.86666666666667,8.03333333333333,0.356846473029046,6.2,14.1333333333333,0.438679245283019,6.26666666666667,7.56666666666667,0.828193832599119,2.66666666666667,27.35,108.166666666667,104.833333333333
"2637","Lou Williams",2008,-0.9,1.1,0.4,"PG",21,"73",67.3333333333333,1079.33333333333,0.521666666666667,0.184333333333333,0.419333333333333,2.86666666666667,8.83333333333333,5.83333333333333,25.2,1.9,0.266666666666667,14.4666666666667,21.4333333333333,-0.0666666666666667,-1.86666666666667,7.83333333333333,17.9333333333333,0.435333333333333,1.13333333333333,3.33333333333333,0.34,6.63333333333333,14.6333333333333,0.453302961275626,5.43333333333333,7.5,0.724444444444444,3.36666666666667,22.2,106,108.666666666667
"2638","Lou Williams",2010,0.4,1.9,-0.5,"PG",23,"73",77.6666666666667,1889.33333333333,0.5285,0.239166666666667,0.402333333333333,2.28333333333333,8.43333333333333,5.35,22.3166666666667,2.31666666666667,0.6,12.5333333333333,24.9,1.18333333333333,-1.4,9.1,21.6333333333333,0.423,1.71666666666667,5.16666666666667,0.332258064516129,7.41666666666667,16.5,0.44949494949495,6.96666666666667,8.78333333333333,0.793168880455408,3.55,26.8333333333333,108.333333333333,109
"3408","Lou Williams",2009,1.1,0.4,1.9,"SG",22,"73",70.6666666666667,1284.5,0.520333333333333,0.198666666666667,0.422666666666667,2.73333333333333,8.65,5.68333333333333,24.3833333333333,2.01666666666667,0.35,14.05,22.7166666666667,0.15,-1.76666666666667,8.18333333333333,19.15,0.428166666666667,1.28333333333333,3.88333333333333,0.330472103004292,6.86666666666667,15.3,0.44880174291939,6.03333333333333,8.1,0.744855967078189,3.43333333333333,23.65,106,108.666666666667
"2639","Lou Williams",2015,-1.8,1.97,0.61,"SG",28,"73",52.8333333333333,1377.16666666667,0.553833333333333,0.457666666666667,0.3285,0.9,7.9,4.43333333333333,20.1,1.91666666666667,0.483333333333333,12.5333333333333,23.2666666666667,1.36666666666667,-2.06666666666667,8.25,19.9833333333333,0.411666666666667,3.23333333333333,9.16666666666667,0.352727272727273,4.96666666666667,10.8166666666667,0.459167950693374,5.66666666666667,6.58333333333333,0.860759493670886,2.45,25.3666666666667,107.666666666667,108
"2640","Lou Williams",2013,-2.03,2.52,-1.8,"SG",26,"73",65.3333333333333,1620.66666666667,0.5375,0.330333333333333,0.393833333333333,1.85,7.83333333333333,4.83333333333333,22.9166666666667,1.6,0.733333333333333,9.41666666666667,26.9666666666667,2.78333333333333,-2.03333333333333,9.66666666666667,23.6166666666667,0.409,2.71666666666667,7.75,0.350537634408602,6.88333333333333,15.8666666666667,0.433823529411765,7.71666666666667,9.38333333333333,0.822380106571936,3.28333333333333,29.7833333333333,109.833333333333,105.833333333333
"3409","Lou Williams",2012,-0.5,-2.03,2.52,"PG",25,"73",67.6666666666667,1818.66666666667,0.5555,0.306833333333333,0.3835,1.78333333333333,9,5.38333333333333,23.2166666666667,1.85,0.666666666666667,10.4333333333333,24.3833333333333,2.88333333333333,-1.88333333333333,9.26666666666667,21.3833333333333,0.438166666666667,2.25,6.55,0.343511450381679,6.98333333333333,14.7833333333333,0.472378804960541,6.83333333333333,8.31666666666667,0.821643286573146,3.25,27.6333333333333,113.333333333333,109
"11074","Luc Mbah a Moute",2012,-4.1,-0.56,-1.34,"PF",25,"80",70,1798.83333333333,0.528333333333333,0.0308333333333333,0.392166666666667,9.38333333333333,14.8833333333333,12.0666666666667,5.75,1.78333333333333,1.43333333333333,13.3,12.9333333333333,-1.8,2.28333333333333,5.31666666666667,11.0333333333333,0.479333333333333,0.116666666666667,0.35,0.333333333333333,5.21666666666667,10.7166666666667,0.486780715396578,2.98333333333333,4.31666666666667,0.691119691119691,4.86666666666667,13.6666666666667,109.333333333333,103.166666666667
"11075","Luc Mbah a Moute",2010,0,-0.8,-4.1,"PF",23,"80",79,2031.33333333333,0.520666666666667,0.0206666666666667,0.380666666666667,10.0333333333333,16.4666666666667,13.1333333333333,6.36666666666667,1.96666666666667,1.73333333333333,14.5666666666667,13.5666666666667,-1.8,2.43333333333333,5.4,11.4666666666667,0.468,0.0666666666666667,0.233333333333333,0.285714285714286,5.33333333333333,11.2333333333333,0.474777448071217,3.13333333333333,4.36666666666667,0.717557251908397,5.03333333333333,13.9666666666667,107.666666666667,105
"11076","Luc Mbah a Moute",2009,1.4,0,-0.8,"PF",22,"80",82,2114,0.516,0.008,0.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,-1.9,2.2,5.6,12,0.462,0,0.1,0,5.6,11.9,0.470588235294118,3.4,4.7,0.723404255319149,5,14.6,106,106
"2641","Luc Mbah a Moute",2014,-1.34,-0.85,0.76,"PF-SF",27,"80",51.5,1113.66666666667,0.504833333333333,0.0548333333333333,0.366666666666667,7.43333333333333,14.8,11,5.08333333333333,1.78333333333333,1.25,12.8166666666667,14.9166666666667,-2.53333333333333,0.4,6,12.9833333333333,0.463833333333333,0.25,0.7,0.357142857142857,5.8,12.2833333333333,0.472184531886024,2.96666666666667,4.75,0.624561403508772,3.95,15.2333333333333,102,105.833333333333
"2642","Luc Mbah a Moute",2013,-0.56,-1.34,-0.85,"SF",26,"80",63.5,1603.83333333333,0.514833333333333,0.0293333333333333,0.406833333333333,8.5,15.1166666666667,11.7166666666667,5.13333333333333,1.83333333333333,1.21666666666667,12.6333333333333,14.3333333333333,-2.28333333333333,1.3,5.75,12.25,0.468333333333333,0.116666666666667,0.4,0.291666666666667,5.66666666666667,11.9,0.476190476190476,3.26666666666667,4.93333333333333,0.662162162162162,4.38333333333333,14.85,105.166666666667,104
"3410","Luc Mbah a Moute",2015,-0.85,0.76,0.92,"PF",28,"80",61.5,1316.66666666667,0.468833333333333,0.131333333333333,0.325333333333333,6.23333333333333,12.8,9.41666666666667,6.38333333333333,1.65,0.916666666666667,14.0666666666667,15.0333333333333,-3.53333333333333,0.216666666666667,5.43333333333333,13.1333333333333,0.416666666666667,0.583333333333333,1.85,0.315315315315315,4.83333333333333,11.3,0.427728613569322,2.58333333333333,4.21666666666667,0.612648221343873,3.13333333333333,13.9833333333333,95.1666666666667,107.5
"3411","Luc Mbah a Moute",2011,-0.8,-4.1,-0.56,"PF",24,"80",78.5,2027.83333333333,0.521,0.022,0.388666666666667,9.88333333333333,15.95,12.8166666666667,6.2,1.91666666666667,1.61666666666667,14.2833333333333,13.3666666666667,-1.86666666666667,2.43333333333333,5.31666666666667,11.2833333333333,0.468166666666667,0.0666666666666667,0.25,0.266666666666667,5.25,11.05,0.475113122171946,3.13333333333333,4.38333333333333,0.714828897338403,4.96666666666667,13.7833333333333,107.833333333333,104.5
"11077","Lucious Harris",2001,0.1,-1.4,-3,"SG",30,"77",75.6666666666667,1697,0.503333333333333,0.236,0.217,3.8,10.9333333333333,7.26666666666667,10.9,2.1,0.4,7.96666666666667,16.2666666666667,-0.366666666666667,-0.766666666666667,6.76666666666667,15.8333333333333,0.427,1.26666666666667,3.76666666666667,0.336283185840708,5.5,12.1333333333333,0.453296703296703,2.7,3.43333333333333,0.786407766990291,3.33333333333333,17.4666666666667,106.666666666667,107
"2643","Lucious Harris",2002,-1.4,-3,-4.1,"SG",31,"77",75.1666666666667,1704.16666666667,0.511666666666667,0.231333333333333,0.230333333333333,3.75,11.15,7.36666666666667,11.1666666666667,2.03333333333333,0.4,8.2,16.7833333333333,-0.2,-0.716666666666667,7.03333333333333,16.2,0.433,1.3,3.76666666666667,0.345132743362832,5.73333333333333,12.4833333333333,0.459279038718291,3,3.75,0.8,3.31666666666667,18.3166666666667,107.5,106.166666666667
"11078","Lucious Harris",2000,-0.9,0.1,-1.4,"SG",29,"77",77,1510,0.506,0.248,0.214,3.8,10.2,6.9,10.7,2.2,0.3,7.7,16.2,-0.3,-0.9,6.8,15.9,0.428,1.3,4,0.325,5.5,12,0.458333333333333,2.7,3.4,0.794117647058824,3.4,17.6,108,107
"11079","Luis Scola",2009,-0.4,-0.2,-1.4,"PF",28,"81",82,2178.66666666667,0.556,0.004,0.341666666666667,9.86666666666667,20.6666666666667,15.3666666666667,8.8,1.56666666666667,0.566666666666667,11.9666666666667,19.6333333333333,-0.633333333333333,1.43333333333333,9.1,17.4333333333333,0.520333333333333,0,0.1,0,9.1,17.3333333333333,0.525,4.13333333333333,5.96666666666667,0.692737430167598,6,22.2333333333333,112,101.333333333333
"11080","Luis Scola",2013,-3.03,0.57,-1.28,"PF",32,"81",72.6666666666667,2259,0.530333333333333,0.00533333333333333,0.244666666666667,7.06666666666667,19.9666666666667,13.45,13.2666666666667,1.06666666666667,1.15,11.6166666666667,25,-0.483333333333333,-0.15,11.3666666666667,23.0333333333333,0.494333333333333,0.0166666666666667,0.15,0.111111111111111,11.35,22.8833333333333,0.495994173343044,4.26666666666667,5.61666666666667,0.759643916913947,5.2,27.0666666666667,105.5,107.5
"2644","Luis Scola",2011,-1.4,-0.1,-3.03,"PF",30,"81",80.6666666666667,2536.33333333333,0.559,0.00416666666666667,0.286,8.45,23.1666666666667,15.85,10.2833333333333,1.31666666666667,0.6,11.6666666666667,21.5,-0.35,0.866666666666667,10.1166666666667,19.4666666666667,0.520833333333333,0,0.1,0,10.1166666666667,19.3666666666667,0.522375215146299,4.18333333333333,5.46666666666667,0.765243902439025,5.16666666666667,24.3833333333333,111,104.666666666667
"2645","Luis Scola",2012,-0.1,-3.03,0.57,"PF",31,"81",76.6666666666667,2484,0.542,0.004,0.245333333333333,7.03333333333333,21.8833333333333,14.2833333333333,12.1166666666667,1.08333333333333,0.933333333333333,11.7166666666667,24.05,-0.633333333333333,0.1,11.1833333333333,22.1166666666667,0.506833333333333,0,0.1,0,11.1833333333333,22.0166666666667,0.507948523845572,4.15,5.41666666666667,0.766153846153846,4.85,26.5666666666667,107,107.333333333333
"11081","Luis Scola",2008,1.4,-0.4,-0.2,"PF",27,"81",82,2024,0.548,0.004,0.351,9.9,19.3,14.6,8.9,1.6,0.7,12,19.8,-0.9,1.4,9.1,17.6,0.515,0,0.1,0,9.1,17.5,0.52,4.1,6.2,0.661290322580645,6.2,22.2,111,101
"3412","Luis Scola",2010,-0.2,-1.4,-0.1,"PF",29,"81",82,2286.5,0.556333333333333,0.00416666666666667,0.324,9.41666666666667,21.3833333333333,15.45,9.16666666666667,1.5,0.566666666666667,11.95,20.1166666666667,-0.616666666666667,1.26666666666667,9.36666666666667,17.9666666666667,0.520166666666667,0,0.1,0,9.36666666666667,17.8666666666667,0.524253731343284,4.11666666666667,5.78333333333333,0.711815561959654,5.75,22.7666666666667,111.5,102.333333333333
"3413","Luis Scola",2014,0.57,-1.28,-1.09,"PF",33,"81",74,1994.66666666667,0.519166666666667,0.00933333333333333,0.235666666666667,7.3,19.35,13.3166666666667,12.5666666666667,1.15,1,12.9333333333333,24.1333333333333,-1.31666666666667,-0.05,10.5333333333333,21.8833333333333,0.481166666666667,0.0333333333333333,0.233333333333333,0.142857142857143,10.4833333333333,21.65,0.484218629715166,4,5.13333333333333,0.779220779220779,5.71666666666667,25.0666666666667,102,105.666666666667
"11082","Luke Babbitt",2012,-3.6,-0.82,-3.51,"SF",22,"81",40,537,0.556,0.578,0.116,3.4,17.5,10.3,4.8,1,0.6,12.9,17.8,-0.9,-2.5,7,17,0.41,4.2,9.8,0.428571428571429,2.7,7.2,0.375,1.7,2,0.85,4.5,19.8,103,108
"2646","Luke Babbitt",2013,-0.82,-3.51,-2.11,"PF",23,"81",47.3333333333333,601.333333333333,0.540333333333333,0.639,0.096,3.06666666666667,18.2333333333333,10.5,5.26666666666667,1,0.566666666666667,11.4,17.3333333333333,-1,-2.43333333333333,6.73333333333333,16.9333333333333,0.396,4.3,10.8,0.398148148148148,2.36666666666667,6.13333333333333,0.385869565217391,1.36666666666667,1.63333333333333,0.836734693877551,4.96666666666667,19.0666666666667,102.666666666667,108.333333333333
"2647","Luke Babbitt",2015,-2.11,0.6,-1.56,"SF",25,"81",50.5,661,0.536,0.686,0.0835,2.93333333333333,17.9333333333333,10.3166666666667,6.95,0.95,1.05,8.95,15.9333333333333,-0.433333333333333,-2.01666666666667,6.26666666666667,16.1,0.393833333333333,4.2,11.1166666666667,0.377811094452774,2.06666666666667,4.98333333333333,0.414715719063545,0.983333333333333,1.31666666666667,0.746835443037975,5.51666666666667,17.7333333333333,106.833333333333,110.166666666667
"3414","Luke Babbitt",2014,-3.51,-2.11,0.6,"PF",24,"81",45.1666666666667,590.666666666667,0.535166666666667,0.6455,0.0961666666666667,3.23333333333333,18.2333333333333,10.5833333333333,6.03333333333333,0.966666666666667,0.783333333333333,10.6666666666667,17.2,-0.766666666666667,-2.33333333333333,6.66666666666667,16.9333333333333,0.392666666666667,4.26666666666667,10.9166666666667,0.390839694656489,2.35,6.01666666666667,0.390581717451524,1.33333333333333,1.63333333333333,0.816326530612245,5.16666666666667,18.8833333333333,103.666666666667,109
"11083","Luke Ridnour",2012,-0.4,-4.02,-4.72,"SG",30,"74",73.5,1890.83333333333,0.562333333333333,0.268,0.205,1.58333333333333,8.21666666666667,4.75,29.3166666666667,1.76666666666667,0.4,14.35,19.9,1.75,-1.35,8.55,18.1333333333333,0.468333333333333,1.91666666666667,4.85,0.395189003436426,6.63333333333333,13.2833333333333,0.499372647427854,3.35,3.75,0.893333333333333,4.5,22.3,113.5,108.833333333333
"11084","Luke Ridnour",2011,0.3,-0.4,-4.02,"PG",29,"74",75.1666666666667,1962.66666666667,0.5345,0.2595,0.2245,1.71666666666667,9.78333333333333,5.53333333333333,29.4166666666667,2.03333333333333,0.516666666666667,14.9166666666667,19.3,0.75,-0.65,7.7,17.3166666666667,0.438833333333333,1.71666666666667,4.5,0.381481481481481,5.98333333333333,12.8166666666667,0.466840052015605,3.43333333333333,3.88333333333333,0.88412017167382,4.91666666666667,20.45,109.833333333333,108.166666666667
"11085","Luke Ridnour",2010,-0.3,0.3,-0.4,"PG",28,"74",68.1666666666667,1582.33333333333,0.502666666666667,0.224833333333333,0.2395,1.45,8.71666666666667,4.96666666666667,29.4666666666667,1.78333333333333,0.683333333333333,15.5,18.3166666666667,-0.766666666666667,-1.18333333333333,6.76666666666667,16.1666666666667,0.4135,1.26666666666667,3.68333333333333,0.343891402714932,5.5,12.4833333333333,0.440587449933244,3.36666666666667,3.85,0.874458874458875,5.05,18.0666666666667,104.833333333333,109.666666666667
"11086","Luke Ridnour",2009,0.9,-0.3,0.3,"PG",27,"74",67.8333333333333,1792,0.4985,0.2065,0.237833333333333,1.5,8.23333333333333,4.8,28.6333333333333,1.93333333333333,0.733333333333333,16.5333333333333,18.7666666666667,-0.85,-1.43333333333333,6.81666666666667,16.3333333333333,0.416666666666667,1.13333333333333,3.38333333333333,0.334975369458128,5.68333333333333,12.95,0.438867438867439,3.23333333333333,3.88333333333333,0.832618025751073,4.73333333333333,18,102.666666666667,111.333333333333
"11087","Luke Ridnour",2007,-4,-0.3,0.9,"PG",25,"74",79.1666666666667,2509,0.5055,0.215833333333333,0.254833333333333,2.26666666666667,7.8,5.03333333333333,30.7666666666667,2.18333333333333,0.666666666666667,15.6166666666667,18.0666666666667,1.13333333333333,-1.4,6.68333333333333,16.05,0.414,1.2,3.48333333333333,0.344497607655502,5.43333333333333,12.6,0.431216931216931,3.56666666666667,4.06666666666667,0.877049180327869,3.9,18.0666666666667,110.5,112.5
"2648","Luke Ridnour",2008,-0.3,0.9,-0.3,"PG",26,"74",73.3333333333333,2213.33333333333,0.503,0.191833333333333,0.2595,1.78333333333333,8.23333333333333,4.96666666666667,30.4666666666667,2.2,0.666666666666667,16.0166666666667,18.6,0.3,-1.81666666666667,6.85,16.25,0.419833333333333,1,3.15,0.317460317460317,5.85,13.15,0.444866920152091,3.6,4.2,0.857142857142857,4.11666666666667,18.2666666666667,107.166666666667,113.5
"11088","Luke Ridnour",2005,-0.5,-1.8,-4,"PG",23,"74",73.3333333333333,1599.66666666667,0.498666666666667,0.233,0.232,3.33333333333333,7.5,5.43333333333333,26.1333333333333,2.33333333333333,0.566666666666667,16.6,18.6666666666667,0.133333333333333,-1.53333333333333,6.73333333333333,16.4333333333333,0.411,1.33333333333333,3.8,0.350877192982456,5.43333333333333,12.5666666666667,0.43236074270557,3.2,3.8,0.842105263157895,4.63333333333333,18.0333333333333,104.666666666667,109.666666666667
"11089","Luke Ridnour",2004,0.4,-0.5,-1.8,"PG",22,"74",69,1114,0.496,0.229,0.226,3.7,7.7,5.7,23.9,2.5,0.5,17.2,19.3,-0.5,-1.8,6.9,16.8,0.414,1.3,3.8,0.342105263157895,5.7,12.9,0.441860465116279,3.1,3.8,0.815789473684211,5,18.3,101,109
"3415","Luke Ridnour",2006,-1.8,-4,-0.3,"PG",24,"74",75,1851.5,0.500333333333333,0.225833333333333,0.241666666666667,3.06666666666667,7.68333333333333,5.38333333333333,27.5333333333333,2.33333333333333,0.583333333333333,16.2833333333333,18.4666666666667,0.45,-1.55,6.7,16.2833333333333,0.411666666666667,1.26666666666667,3.66666666666667,0.345454545454546,5.45,12.5833333333333,0.433112582781457,3.35,3.91666666666667,0.85531914893617,4.4,18.0166666666667,106.5,110.666666666667
"11090","Luke Walton",2006,0.6,-0.2,-1.5,"SF",25,"80",67.8333333333333,843.166666666667,0.496,0.2685,0.271666666666667,7,13.4666666666667,10.1833333333333,20.85,1.86666666666667,0.883333333333333,20.5666666666667,14.25,-1.3,0.183333333333333,4.88333333333333,11.75,0.418166666666667,0.933333333333333,3.16666666666667,0.294736842105263,3.95,8.58333333333333,0.460194174757282,2.25,3.15,0.714285714285714,4.88333333333333,13.0166666666667,102.833333333333,105.666666666667
"11091","Luke Walton",2005,-1.3,0.6,-0.2,"SF",24,"80",68.3333333333333,742.666666666667,0.500666666666667,0.283,0.281,6.7,13.4333333333333,10,21.7,1.93333333333333,0.866666666666667,21,13.9666666666667,-1.16666666666667,0.2,4.76666666666667,11.4,0.420333333333333,0.966666666666667,3.26666666666667,0.295918367346939,3.8,8.13333333333333,0.467213114754098,2.23333333333333,3.16666666666667,0.705263157894737,4.93333333333333,12.8,103.333333333333,105
"11092","Luke Walton",2004,-1.9,-1.3,0.6,"PF",23,"80",72,730,0.505,0.255,0.288,6,13.8,9.8,23,2,0.8,20.3,13.3,-1,0.5,4.6,10.9,0.425,0.9,2.8,0.321428571428571,3.7,8.1,0.45679012345679,2.2,3.1,0.709677419354839,5,12.4,105,102
"11093","Luol Deng",2005,0.9,2.7,0.1,"SF",19,"81",61,1663,0.496,0.181,0.251,6.2,15.4,10.8,14.8,1.5,1.2,14.1,22.4,-1.2,1.8,8.7,20.1,0.434,1,3.7,0.27027027027027,7.8,16.5,0.472727272727273,3.7,5.1,0.725490196078431,3.1,22.2,98,100
"11094","Luol Deng",2008,-0.8,0.2,2.2,"SF",22,"81",76.8333333333333,2680.33333333333,0.533166666666667,0.0471666666666667,0.292166666666667,5.8,16.2166666666667,11.0333333333333,10.9833333333333,1.46666666666667,1.33333333333333,9.55,21.5333333333333,-0.1,1.46666666666667,9.63333333333333,19.8333333333333,0.483666666666667,0.233333333333333,0.866666666666667,0.269230769230769,9.35,18.9666666666667,0.492970123022847,4.43333333333333,5.81666666666667,0.762177650429799,2.65,23.9333333333333,108.166666666667,103
"2649","Luol Deng",2010,2.2,2.1,1.1,"SF",24,"81",59.5,2060.83333333333,0.522833333333333,0.0375,0.309833333333333,6.26666666666667,14.6333333333333,10.35,11.1166666666667,1.55,1.21666666666667,10.2333333333333,22.1166666666667,-0.366666666666667,0.166666666666667,9.46666666666667,20.2333333333333,0.4665,0.266666666666667,0.716666666666667,0.372093023255814,9.2,19.5166666666667,0.471391972672929,4.83333333333333,6.23333333333333,0.775401069518716,2.68333333333333,24.0666666666667,106.5,108.5
"2650","Luol Deng",2011,2.1,1.1,2.97,"SF",25,"81",61.5,2250.83333333333,0.524,0.0923333333333333,0.318333333333333,5.35,14.75,10.0666666666667,9.51666666666667,1.6,1.33333333333333,10.05,20.7833333333333,-0.55,0.55,8.63333333333333,18.9,0.456,0.616666666666667,1.75,0.352380952380952,8.01666666666667,17.15,0.467444120505345,4.68333333333333,6.01666666666667,0.778393351800554,2.58333333333333,22.6166666666667,106.833333333333,106.833333333333
"11095","Luol Deng",2014,3.37,1.89,-0.33,"SF",28,"81",62.5,2401,0.5055,0.250166666666667,0.2475,4.98333333333333,13.4333333333333,9.26666666666667,12.6833333333333,1.45,0.916666666666667,10.4666666666667,20.7833333333333,0.516666666666667,0.9,8.26666666666667,19.6666666666667,0.419833333333333,1.68333333333333,4.88333333333333,0.344709897610921,6.58333333333333,14.7833333333333,0.44532130777903,3.86666666666667,4.88333333333333,0.791808873720137,2.06666666666667,22.05,105.166666666667,102.833333333333
"2651","Luol Deng",2007,0.1,-0.8,0.2,"SF",21,"81",70.1666666666667,2211.33333333333,0.513666666666667,0.118833333333333,0.271,5.88333333333333,16.05,11,12.6,1.48333333333333,1.3,11.6833333333333,21.7,-0.733333333333333,1.78333333333333,9.03333333333333,19.7333333333333,0.4575,0.633333333333333,2.36666666666667,0.267605633802817,8.41666666666667,17.4166666666667,0.483253588516746,4,5.38333333333333,0.743034055727554,2.85,22.75,103,101
"2652","Luol Deng",2015,1.89,-0.33,-1.37,"SF",29,"81",70.5,2592.66666666667,0.519833333333333,0.2265,0.286166666666667,5.68333333333333,12.9833333333333,9.31666666666667,13.1166666666667,1.48333333333333,0.633333333333333,10.55,21.4333333333333,0.616666666666667,0.0333333333333334,8.53333333333333,19.7333333333333,0.434833333333333,1.41666666666667,4.45,0.318352059925094,7.11666666666667,15.2833333333333,0.465648854961832,4.51666666666667,5.61666666666667,0.804154302670623,2.21666666666667,23.05,106.166666666667,106.333333333333
"2653","Luol Deng",2013,2.97,3.37,1.89,"SF",27,"81",71.5,2797.5,0.525833333333333,0.2745,0.2615,4.61666666666667,13.1666666666667,8.98333333333333,12.05,1.36666666666667,1.08333333333333,10.5833333333333,20.6333333333333,0.866666666666667,1.1,8.46666666666667,19.2833333333333,0.438333333333333,1.85,5.26666666666667,0.35126582278481,6.61666666666667,14.0166666666667,0.47205707491082,3.88333333333333,5.06666666666667,0.766447368421053,2.33333333333333,22.6333333333333,108,101.833333333333
"2654","Luol Deng",2006,2.7,0.1,-0.8,"SF",20,"81",66.6666666666667,1976.66666666667,0.503,0.148,0.263666666666667,6,15.9666666666667,11,13.1,1.46666666666667,1.3,12.3666666666667,21.7333333333333,-1.06666666666667,1.76666666666667,8.73333333333333,19.7,0.443666666666667,0.8,2.96666666666667,0.269662921348315,7.96666666666667,16.8,0.474206349206349,3.83333333333333,5.23333333333333,0.732484076433121,2.9,22.1666666666667,100.666666666667,101
"3416","Luol Deng",2012,1.1,2.97,3.37,"SF",26,"81",71.3333333333333,2749.66666666667,0.531833333333333,0.1845,0.296,4.95,14.5,9.78333333333333,10.4666666666667,1.31666666666667,1.46666666666667,10.5,21.2166666666667,0.183333333333333,0.95,8.85,19.4,0.455,1.26666666666667,3.53333333333333,0.358490566037736,7.58333333333333,15.8666666666667,0.477941176470588,4.38333333333333,5.76666666666667,0.760115606936416,2.48333333333333,23.3333333333333,107.5,103.666666666667
"3417","Luol Deng",2009,0.2,2.2,2.1,"SF",23,"81",70.1666666666667,2522.33333333333,0.541166666666667,0.017,0.3,6,15.1333333333333,10.55,11.8,1.58333333333333,1.15,10.1333333333333,22.3,0.283333333333333,0.966666666666666,10.0833333333333,20.4333333333333,0.492833333333333,0.1,0.316666666666667,0.315789473684211,9.98333333333333,20.1166666666667,0.496271748135874,4.76666666666667,6.11666666666667,0.779291553133515,2.76666666666667,25.05,109.333333333333,104.5
"11096","Luther Head",2007,-0.2,-3,-4.1,"SG",24,"75",80,2277,0.539333333333333,0.522333333333333,0.18,1.66666666666667,11.5333333333333,6.73333333333333,15.7333333333333,2,0.266666666666667,15.0333333333333,17.2666666666667,-0.133333333333333,0.766666666666667,6.43333333333333,15.5333333333333,0.414333333333333,3.2,8.13333333333333,0.39344262295082,3.23333333333333,7.4,0.436936936936937,2,2.76666666666667,0.72289156626506,3.73333333333333,18.1,102.333333333333,103.333333333333
"2655","Luther Head",2008,-3,-4.1,-2.5,"SG",25,"75",78.8333333333333,2121.83333333333,0.543666666666667,0.518166666666667,0.175833333333333,1.63333333333333,11.1666666666667,6.51666666666667,15.7666666666667,1.93333333333333,0.3,14.5666666666667,17.7166666666667,-0.0166666666666666,0.583333333333333,6.75,16.1166666666667,0.419166666666667,3.25,8.35,0.389221556886228,3.5,7.76666666666667,0.450643776824034,2.08333333333333,2.8,0.744047619047619,3.55,18.9,103.666666666667,103.333333333333
"11097","Luther Head",2006,1.5,-0.2,-3,"SG",23,"75",80,2310,0.517,0.497,0.195,1.7,11.6,6.8,16.2,2.1,0.3,14.8,16.6,-0.6,0.8,6,14.9,0.403,2.7,7.4,0.364864864864865,3.3,7.5,0.44,2,2.9,0.689655172413793,4,16.7,100,104
"11098","Malik Allen",2007,-3.9,-4.6,-5,"PF",28,"82",46,599.5,0.497833333333333,0.002,0.152333333333333,8.16666666666667,14.1666666666667,11.1,5.18333333333333,1.01666666666667,2.53333333333333,9.33333333333333,18.8666666666667,-3.11666666666667,-0.2,8.65,18.4666666666667,0.47,0.0333333333333333,0.05,0.666666666666667,8.61666666666667,18.4166666666667,0.467873303167421,2.23333333333333,2.78333333333333,0.802395209580839,6.1,19.5666666666667,102.666666666667,104.333333333333
"11099","Malik Allen",2004,-2.3,-3.9,-5.2,"PF",25,"82",68.3333333333333,1750.66666666667,0.453,0.00333333333333333,0.157666666666667,6.96666666666667,14.8333333333333,10.8333333333333,4.5,0.966666666666667,2.93333333333333,12.5666666666667,19.2333333333333,-4.63333333333333,0.466666666666667,7.73333333333333,18.2333333333333,0.422333333333333,0,0.0666666666666667,0,7.73333333333333,18.1666666666667,0.425688073394495,2.26666666666667,2.9,0.781609195402299,6.06666666666667,17.7,90.3333333333333,102.333333333333
