"","Player","Year","RPM1","RPM2","RPM3","Pos","Age","Ht","G","MP","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OBPM","DBPM","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","PF","PTS","ORtg","DRtg"
"24","Aaron Gray",2011,-2,-2.9,-3.89,"C",26,"84",45.5,549.666666666667,0.532,0.003,0.347333333333333,14.55,22.85,18.6666666666667,9.11666666666667,1.18333333333333,2.11666666666667,17.5833333333333,14.9,-1.76666666666667,0.933333333333333,6.18333333333333,12.25,0.5075,0,0.05,0,6.18333333333333,12.25,0.504761904761905,2.63333333333333,4.3,0.612403100775194,9.48333333333333,15,109.333333333333,106
"31","Aaron Gray",2010,-1.8,-2,-2.9,"C",25,"84",54.5,596.666666666667,0.525666666666667,0.0045,0.417,13.5333333333333,20.4333333333333,16.9166666666667,10.6666666666667,1.48333333333333,2.05,17.75,18.5666666666667,-2,0.616666666666667,7.45,14.8833333333333,0.4995,0,0.0833333333333333,0,7.45,14.8333333333333,0.502247191011236,3.73333333333333,6.36666666666667,0.586387434554974,9.63333333333333,18.5833333333333,104.833333333333,105.833333333333
"14","Aaron McKie",2002,1.4,1.3,-0.9,"SG",29,"77",74.3333333333333,2019.16666666667,0.5215,0.224833333333333,0.255166666666667,2.16666666666667,12.1166666666667,7.16666666666667,22.2666666666667,2.56666666666667,0.533333333333333,16.55,18.25,0.2,1.21666666666667,7.1,16.1166666666667,0.438,1.31666666666667,3.65,0.360730593607306,5.78333333333333,12.4666666666667,0.463903743315508,3.28333333333333,4.13333333333333,0.794354838709678,4.3,18.7166666666667,103,100.166666666667
"15","Aaron McKie",2000,1.9,1.4,1.4,"SG",27,"77",82,1952,0.497,0.204,0.246,2.6,11.4,7,19.5,2.9,0.7,14.7,17.3,-0.5,1.6,6.5,15.7,0.411,1.2,3.2,0.375,5.3,12.5,0.424,3.2,3.9,0.820512820512821,5.1,17.3,102,100
"25","Aaron McKie",2001,1.4,1.4,1.3,"SG",28,"77",80,2099.33333333333,0.514333333333333,0.215333333333333,0.254666666666667,2.26666666666667,11.9,7.1,21.9,2.7,0.533333333333333,16.5666666666667,17.8333333333333,-0.0333333333333333,1.4,6.83333333333333,15.7333333333333,0.431666666666667,1.2,3.4,0.352941176470588,5.63333333333333,12.3333333333333,0.456756756756757,3.23333333333333,4.03333333333333,0.801652892561983,4.7,18,102.333333333333,100
"16","Aaron Williams",2001,0.1,-1,-0.9,"PF",29,"81",81.3333333333333,1808.66666666667,0.559,0.00566666666666667,0.457,11.1666666666667,19,14.9666666666667,6.3,1.36666666666667,4.06666666666667,13.4,17.8,-0.3,1.1,7.46666666666667,14.9,0.500333333333333,0,0.0666666666666667,0,7.46666666666667,14.8333333333333,0.503370786516854,5.1,6.76666666666667,0.753694581280788,7.56666666666667,20,111.333333333333,103.666666666667
"17","Aaron Williams",2000,-0.5,0.1,-1,"PF",28,"81",81,1545,0.572,0.007,0.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,0.3,1.2,7.9,15.1,0.522,0,0.1,0,7.9,15,0.526666666666667,4.9,6.7,0.73134328358209,7.8,20.6,114,104
"26","Aaron Williams",2003,-0.9,-6,-2,"C",31,"81",81.8333333333333,1949.5,0.539833333333333,0.0035,0.429166666666667,9.45,17.3833333333333,13.3166666666667,7.45,1.13333333333333,3.41666666666667,14.0333333333333,17.4333333333333,-1.56666666666667,1.1,6.98333333333333,14.5833333333333,0.479333333333333,0,0.0333333333333333,0,6.98333333333333,14.5833333333333,0.478857142857143,4.76666666666667,6.26666666666667,0.76063829787234,7.08333333333333,18.8,107.166666666667,101.5
"32","Aaron Williams",2002,-1,-0.9,-6,"PF",30,"81",81.5,1808.83333333333,0.558333333333333,0.00533333333333333,0.453166666666667,10.6,18.5833333333333,14.4833333333333,6.61666666666667,1.3,3.93333333333333,13.45,17.7333333333333,-0.566666666666667,1.11666666666667,7.45,14.85,0.501,0,0.0666666666666667,0,7.45,14.8,0.503378378378378,5.01666666666667,6.7,0.748756218905473,7.46666666666667,19.9,110.833333333333,103
"33","Aaron Williams",2004,-6,-2,-3.2,"C",32,"81",80,1528.16666666667,0.5435,0.00466666666666667,0.386166666666667,8.9,15.6666666666667,12.25,8.78333333333333,1.03333333333333,3.1,14.4333333333333,17.0833333333333,-1.81666666666667,1.35,7.21666666666667,14.4833333333333,0.497833333333333,0,0.0666666666666667,0,7.21666666666667,14.4666666666667,0.498847926267281,4,5.61666666666667,0.712166172106825,7.11666666666667,18.4833333333333,106.833333333333,99.6666666666667
"18","Acie Law",2008,-5,NA,-4.8,"PG",23,"75",56,865,0.455,0.143,0.203,1.6,6,3.8,20.4,1.8,0,17.8,16.5,-4.1,-2.6,5.8,14.4,0.401,0.4,2.1,0.19047619047619,5.4,12.4,0.435483870967742,2.3,2.9,0.793103448275862,4.4,14.3,93,112
"19","Adonal Foyle",2001,-1.2,1.5,-1.7,"C",25,"82",70,1588.33333333333,0.474,0,0.218333333333333,10.4333333333333,17.8333333333333,13.9,4.4,0.9,6.4,15.1,13,-3.8,2.13333333333333,5.76666666666667,12.1,0.477333333333333,0,0,NA,5.76666666666667,12.1,0.476584022038567,1.03333333333333,2.6,0.397435897435897,6,12.5333333333333,97,105.666666666667
"110","Adonal Foyle",2000,-1.6,-1.2,1.5,"C",24,"82",76,1654,0.5,0,0.237,10.4,16.9,13.5,4,0.8,5.8,14.5,12.5,-3.3,1.6,5.9,11.6,0.508,0,0,NA,5.9,11.6,0.508620689655172,1,2.7,0.37037037037037,6.6,12.8,101,107
"27","Adonal Foyle",2003,-1.7,0.4,-0.6,"C",27,"82",69,1521.33333333333,0.453166666666667,5e-04,0.221333333333333,10.55,18.7,14.4166666666667,4.55,1.13333333333333,7.63333333333333,15.8,13.5666666666667,-3.9,2.95,5.56666666666667,12.5833333333333,0.445333333333333,0,0,NA,5.56666666666667,12.5833333333333,0.442384105960265,1.31666666666667,2.76666666666667,0.475903614457831,5.45,12.4166666666667,94.3333333333333,103.5
"28","Adonal Foyle",2005,-0.6,0.8,-2,"C",29,"82",68.6666666666667,1367.5,0.524166666666667,0.0015,0.278833333333333,10.5166666666667,19.6333333333333,15.05,3.96666666666667,0.883333333333333,6.85,14.4666666666667,11.7,-2.43333333333333,2.68333333333333,5.26666666666667,10.5333333333333,0.503,0,0,NA,5.26666666666667,10.5333333333333,0.5,1.8,2.96666666666667,0.606741573033708,6.2,12.3,108.166666666667,102.666666666667
"29","Adonal Foyle",2004,0.4,-0.6,0.8,"C",28,"82",74.1666666666667,1433.5,0.488666666666667,0.001,0.266166666666667,10.6,18.5333333333333,14.55,3.98333333333333,1.06666666666667,7.35,14.8833333333333,13,-2.98333333333333,2.6,5.58333333333333,11.9,0.476333333333333,0,0,NA,5.58333333333333,11.9,0.469187675070028,1.61666666666667,3.15,0.513227513227513,6.15,12.8,101,103.333333333333
"34","Adonal Foyle",2002,1.5,-1.7,0.4,"C",26,"82",70.5,1560.16666666667,0.464833333333333,0,0.219166666666667,10.4666666666667,17.9,13.9666666666667,4.45,0.966666666666667,6.71666666666667,15.2,13.2833333333333,-3.9,2.31666666666667,5.75,12.3666666666667,0.466666666666667,0,0,NA,5.75,12.3666666666667,0.464959568733154,1.08333333333333,2.68333333333333,0.403726708074534,5.91666666666667,12.5666666666667,95.6666666666667,105.166666666667
"111","Adreian Payne",2015,-4.47,-0.33,-0.73,"PF",23,"82",32,739,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1,15.5,17,-4.6,-1.3,6.3,15.1,0.414,0.1,0.6,0.166666666666667,6.2,14.5,0.427586206896552,2.1,3.2,0.65625,6.1,14.7,88,112
"112","Adrian Griffin",2005,2.3,0.3,-3,"SF",30,"77",97,1595.33333333333,0.602666666666667,0.0896666666666667,0.186,10.0333333333333,19.3333333333333,14.6666666666667,15.2,4,0.433333333333333,16.5666666666667,17.9,-2.16666666666667,3.2,7,16.8666666666667,0.553,0.266666666666667,1.13333333333333,0.235294117647059,6.76666666666667,15.7333333333333,0.430084745762712,1.86666666666667,2.33333333333333,0.8,7.93333333333333,16.2333333333333,135,133.333333333333
"113","Adrian Griffin",2000,-2.9,2.4,0.9,"SG",25,"77",72,1927,0.503,0.138,0.383,7.2,15.2,11,13.4,3.1,0.6,16.2,13,-0.3,2,4.6,10.9,0.424,0.4,1.5,0.266666666666667,4.2,9.4,0.446808510638298,3.1,4.2,0.738095238095238,5.8,12.8,107,104
"114","Al Harrington",2000,-2.5,-1.2,-1.8,"PF",19,"81",50,854,0.524,0.129,0.42,6.4,14.2,10.4,7.1,1.5,0.7,17.2,20.1,-2.3,-0.3,7.3,15.9,0.458,0.5,2.1,0.238095238095238,6.8,13.9,0.489208633093525,4.7,6.7,0.701492537313433,7.8,19.8,97,104
"115","Al Harrington",2008,-1.1,-1.9,-1.1,"C",27,"81",77.5,2610.33333333333,0.527666666666667,0.2425,0.252166666666667,5.75,16.65,11.0666666666667,12.65,1.5,0.516666666666667,11.7,24.0166666666667,0.616666666666667,-1.43333333333333,9.96666666666667,22.1,0.450666666666667,2.05,5.2,0.394230769230769,7.96666666666667,16.8333333333333,0.473267326732673,3.95,5.61666666666667,0.703264094955489,5.56666666666667,25.8833333333333,105.5,109.833333333333
"116","Al Harrington",2006,-0.8,-0.1,-1.1,"PF",25,"81",74.1666666666667,2534.16666666667,0.511833333333333,0.0936666666666667,0.305,6.91666666666667,16.4166666666667,11.5333333333333,12.6166666666667,1.76666666666667,0.583333333333333,14.0333333333333,23.5833333333333,-0.383333333333333,-0.0333333333333334,9.6,20.85,0.459833333333333,0.566666666666667,1.95,0.290598290598291,9.05,18.8833333333333,0.479258605472198,4.5,6.36666666666667,0.706806282722513,5.45,24.2166666666667,100.333333333333,104.5
"117","Al Harrington",2005,-1.1,-0.8,-0.1,"SF",24,"81",78.3333333333333,2472.16666666667,0.5025,0.0663333333333333,0.304666666666667,7.35,16.0166666666667,11.65,10.25,1.65,0.816666666666667,14.0333333333333,22.3666666666667,-1.28333333333333,0.3,8.86666666666667,19.6833333333333,0.447833333333333,0.366666666666667,1.31666666666667,0.278481012658228,8.5,18.4166666666667,0.461538461538462,4.46666666666667,6,0.744444444444444,5.71666666666667,22.4833333333333,98.3333333333333,102.166666666667
"210","Al Harrington",2002,-1.8,0.4,-1.3,"PF",21,"81",58.3333333333333,1276.5,0.509333333333333,0.0698333333333333,0.356,7.08333333333333,14.6833333333333,10.9833333333333,8.7,1.61666666666667,0.766666666666667,17.1833333333333,19.9166666666667,-2.38333333333333,0.05,7.43333333333333,16.2833333333333,0.456166666666667,0.25,1.13333333333333,0.220588235294118,7.18333333333333,15.2,0.472587719298246,4.08333333333333,5.8,0.704022988505747,7.1,19.25,96,103.333333333333
"211","Al Harrington",2003,0.4,-1.3,-1.1,"SF",22,"81",67.3333333333333,1794.83333333333,0.497,0.017,0.294833333333333,7.76666666666667,15.25,11.6,9.8,1.68333333333333,0.883333333333333,16.2166666666667,20.2,-2.26666666666667,0.316666666666667,7.81666666666667,17.2666666666667,0.452666666666667,0.05,0.3,0.166666666666667,7.76666666666667,16.9833333333333,0.457311089303238,3.73333333333333,5.11666666666667,0.729641693811075,6.35,19.4833333333333,96,102.666666666667
"35","Al Harrington",2007,-0.1,-1.1,-1.9,"PF",26,"81",71.3333333333333,2629.5,0.515,0.135,0.310833333333333,6.06666666666667,15.9666666666667,10.8333333333333,14.15,1.65,0.5,13.8,24.1833333333333,-0.0333333333333333,-1.11666666666667,9.76666666666667,21.4333333333333,0.456333333333333,1,2.9,0.344827586206897,8.8,18.5,0.475675675675676,4.53333333333333,6.61666666666667,0.685138539042821,5.31666666666667,25.05,101.5,110.5
"36","Al Harrington",2004,-1.3,-1.1,-0.8,"PF",23,"81",62.5,1885.66666666667,0.513,0.0341666666666667,0.297166666666667,8.01666666666667,15.6,11.8666666666667,8.3,1.6,1,13.15,21.8166666666667,-1.26666666666667,0.133333333333333,8.9,19.3333333333333,0.459333333333333,0.183333333333333,0.666666666666667,0.275,8.71666666666667,18.7,0.466131907308378,4.5,5.73333333333333,0.784883720930232,6.23333333333333,22.4833333333333,100.5,102.333333333333
"37","Al Harrington",2009,-1.9,-1.1,-0.5,"PF",28,"81",78.1666666666667,2435.83333333333,0.5435,0.3475,0.220666666666667,5.6,15.9666666666667,10.65,9,1.46666666666667,0.616666666666667,10.7166666666667,22.8666666666667,0.783333333333333,-1.36666666666667,9.55,21.3166666666667,0.446333333333333,2.93333333333333,7.38333333333333,0.397291196388262,6.6,13.9166666666667,0.474251497005988,3.51666666666667,4.7,0.74822695035461,5.3,25.45,107.166666666667,109
"212","Al Harrington",2001,-1.2,-1.8,0.4,"PF",20,"81",59.3333333333333,1200,0.509,0.0903333333333333,0.376333333333333,6.73333333333333,14.5333333333333,10.7333333333333,8.66666666666667,1.6,0.7,17.9666666666667,19.6666666666667,-2.6,0.0333333333333333,7.13333333333333,15.7333333333333,0.453333333333333,0.333333333333333,1.46666666666667,0.227272727272727,6.8,14.3333333333333,0.474418604651163,4.1,5.96666666666667,0.687150837988827,7.3,18.7333333333333,95,103.333333333333
"118","Al Horford",2013,1.5,2.14,2.97,"C",26,"82",54.5,1927.33333333333,0.581833333333333,0.00633333333333333,0.231666666666667,8.4,21.3833333333333,14.95,15.2,1.35,2.55,11.2166666666667,19.45,1.28333333333333,2.36666666666667,9.8,17.7,0.553333333333333,0.0166666666666667,0.133333333333333,0.125,9.8,17.6,0.556818181818182,3.05,4.03333333333333,0.756198347107438,3.48333333333333,22.6666666666667,116,102.833333333333
"119","Al Horford",2012,3.1,1.5,2.14,"C",25,"82",68,2381.83333333333,0.590166666666667,0.0035,0.276,9,22.4,15.7,12.9833333333333,1.2,2.48333333333333,11.15,18.35,1.5,2.13333333333333,9.2,16.6666666666667,0.553333333333333,0,0.0666666666666667,0,9.2,16.5666666666667,0.55533199195171,3.56666666666667,4.55,0.783882783882784,3.9,22.0166666666667,119.166666666667,104.166666666667
"213","Al Horford",2015,2.97,1.82,3.89,"C",28,"82",59.3333333333333,2083.66666666667,0.569833333333333,0.0178333333333333,0.189666666666667,7.88333333333333,21.9333333333333,15.0166666666667,15.8166666666667,1.46666666666667,2.88333333333333,11.2333333333333,22.8333333333333,0.833333333333333,2.28333333333333,11.5,20.9,0.550166666666667,0.15,0.383333333333333,0.391304347826087,11.4,20.55,0.554744525547445,2.68333333333333,3.96666666666667,0.676470588235294,3,25.85,110.333333333333,102.666666666667
"38","Al Horford",2014,2.14,2.97,1.82,"C",27,"82",35,1252.33333333333,0.577166666666667,0.0113333333333333,0.2445,8.46666666666667,19.7833333333333,14.2,13.4833333333333,1.48333333333333,2.88333333333333,11.8666666666667,20.3333333333333,0.616666666666667,2.28333333333333,10.05,18.1833333333333,0.552,0.0666666666666667,0.233333333333333,0.285714285714286,10.0166666666667,18.0166666666667,0.555966697502313,3.05,4.35,0.701149425287356,3.13333333333333,23.2166666666667,112.833333333333,101.333333333333
"120","Al Horford",2009,3.3,4.4,2.8,"C",22,"82",76.3333333333333,2440.66666666667,0.547666666666667,0.00533333333333333,0.326333333333333,10.1333333333333,24.6666666666667,17.4333333333333,9.23333333333333,1.23333333333333,2.56666666666667,14.5666666666667,16.1333333333333,-1.1,1.76666666666667,7.1,14,0.507666666666667,0,0.0666666666666667,0,7.1,13.9333333333333,0.509569377990431,3.33333333333333,4.56666666666667,0.72992700729927,5.16666666666667,17.5,110,105.333333333333
"214","Al Horford",2011,2.8,3.1,1.5,"C",24,"82",73.3333333333333,2520,0.578333333333333,0.002,0.312833333333333,8.36666666666667,24.2166666666667,16.2833333333333,12.3333333333333,1.21666666666667,2.83333333333333,12.05,17.35,0.483333333333333,2.58333333333333,8.35,15.45,0.539,0,0.0166666666666667,0,8.35,15.4,0.542207792207792,3.63333333333333,4.76666666666667,0.762237762237762,4.28333333333333,20.3166666666667,117,104.5
"121","Al Horford",2008,2.3,3.3,4.4,"C",21,"82",81,2540,0.539,0.007,0.317,11.4,24.5,18,7.9,1.2,2.2,15.3,16,-1.3,1.1,6.9,13.9,0.499,0,0.1,0,6.9,13.8,0.5,3.2,4.4,0.727272727272727,5.5,17,108,106
"39","Al Horford",2010,4.4,2.8,3.1,"C",23,"82",76.3333333333333,2491.5,0.556833333333333,0.00433333333333333,0.326666666666667,9.83333333333333,24.4666666666667,17.1666666666667,9.65,1.21666666666667,2.6,13.8833333333333,16.4,-0.633333333333333,1.9,7.4,14.3333333333333,0.516333333333333,0,0.05,0,7.4,14.2666666666667,0.518691588785047,3.46666666666667,4.68333333333333,0.740213523131673,4.95,18.25,112.166666666667,105.166666666667
"122","Al Jefferson",2011,3,1.5,2.14,"C",26,"82",64,2229,0.528666666666667,0.00333333333333333,0.244166666666667,9.56666666666667,24.3833333333333,16.8,9.26666666666667,1.11666666666667,3.45,8.33333333333333,26.5833333333333,-3.70074341541719e-17,0.233333333333333,12.65,25.45,0.497166666666667,0,0.0833333333333333,0,12.65,25.3666666666667,0.49868593955322,4.53333333333333,6.26666666666667,0.723404255319149,4.11666666666667,29.8666666666667,108.333333333333,108
"123","Al Jefferson",2006,0.6,0.3,0.7,"PF",21,"82",67,1054.66666666667,0.546,0.009,0.362,12.8,21.5333333333333,17.2666666666667,4.26666666666667,1.23333333333333,3.7,13,21.3333333333333,-2,-0.733333333333333,9.43333333333333,18.2666666666667,0.518333333333333,0,0.133333333333333,0,9.43333333333333,18.0666666666667,0.522140221402214,4.2,6.6,0.636363636363636,9.03333333333333,23.1333333333333,106.666666666667,103.666666666667
"215","Al Jefferson",2007,0.3,0.7,-0.4,"C",22,"82",66.6666666666667,1266,0.544833333333333,0.00783333333333333,0.356666666666667,12.55,22.6,17.6333333333333,4.81666666666667,1.23333333333333,3.63333333333333,12.75,21.5333333333333,-1.8,-0.416666666666667,9.55,18.55,0.516,0,0.116666666666667,0,9.55,18.3833333333333,0.519492293744334,4.25,6.6,0.643939393939394,8.31666666666667,23.4,106.833333333333,103.5
"124","Al Jefferson",2014,-0.91,-0.12,-1.45,"C",29,"82",68.6666666666667,2322.33333333333,0.522666666666667,0.0085,0.176666666666667,7.13333333333333,26,16.45,12.1833333333333,1.36666666666667,3.25,6.3,26.1666666666667,1.06666666666667,1.23333333333333,13.0833333333333,26.35,0.4955,0.0166666666666667,0.2,0.0833333333333333,13.0333333333333,26.15,0.498406628425749,3.53333333333333,4.65,0.759856630824373,3.71666666666667,29.7,109.833333333333,102.833333333333
"216","Al Jefferson",2013,2.14,-0.91,-0.12,"C",28,"82",74.3333333333333,2591.33333333333,0.524333333333333,0.00366666666666667,0.195166666666667,8.4,24.35,16.2666666666667,10.6333333333333,1.06666666666667,3.85,6.35,24.8833333333333,0.65,0.65,12.3,24.9,0.494333333333333,0,0.0833333333333333,0,12.2666666666667,24.8166666666667,0.494291470785762,3.68333333333333,4.83333333333333,0.762068965517241,4.03333333333333,28.3166666666667,111,105.666666666667
"125","Al Jefferson",2010,0.1,3,1.5,"C",25,"82",70.3333333333333,2482,0.532166666666667,0.0035,0.261833333333333,10.8166666666667,24.6833333333333,17.55,8.35,1.23333333333333,3.26666666666667,8.95,27.4333333333333,0.35,-0.0333333333333333,12.95,25.9666666666667,0.498666666666667,0,0.1,0,12.95,25.8666666666667,0.500644329896907,4.93333333333333,6.85,0.720194647201947,4.03333333333333,30.85,108.5,108
"217","Al Jefferson",2009,-0.4,0.1,3,"C",24,"82",70.1666666666667,2438.5,0.5405,0.00216666666666667,0.301,11.7333333333333,26.0833333333333,18.7,7.56666666666667,1.16666666666667,3.4,10.3333333333333,25.1833333333333,0.05,0.416666666666667,11.7,23.1333333333333,0.5065,0,0.05,0,11.7,23.0833333333333,0.506859205776173,4.83333333333333,6.86666666666667,0.703883495145631,4.6,28.25,109,105.5
"310","Al Jefferson",2008,0.7,-0.4,0.1,"C",23,"82",66.1666666666667,1790.5,0.5365,0.00633333333333333,0.333833333333333,11.6833333333333,24.55,18.1166666666667,6.15,1.33333333333333,3.35,11.7,22.85,-1.36666666666667,0.0833333333333333,10.2,20.2,0.504166666666667,0,0.116666666666667,0,10.2,20.0833333333333,0.507883817427386,4.45,6.68333333333333,0.665835411471322,6.45,24.85,106.5,103.833333333333
"311","Al Jefferson",2012,1.5,2.14,-0.91,"C",27,"82",75.5,2557.33333333333,0.524666666666667,0.00266666666666667,0.219166666666667,8.41666666666667,24.05,16.1333333333333,10.0833333333333,1.11666666666667,3.55,8.08333333333333,24.5,-0.166666666666667,0.5,11.7833333333333,23.7166666666667,0.496333333333333,0,0.0666666666666667,0,11.7666666666667,23.65,0.49753347427766,3.73333333333333,5.18333333333333,0.720257234726688,4.18333333333333,27.2666666666667,108.666666666667,107.166666666667
"126","Al Jefferson",2005,-3.1,0.6,0.3,"PF",20,"82",71,1051,0.554,0.008,0.366,13.5,21,17.3,3.9,1.1,3.9,13.3,21.2,-1.7,-0.9,9.5,18.1,0.528,0,0.1,0,9.5,17.9,0.53072625698324,4.2,6.6,0.636363636363636,9.5,23.3,108,104
"312","Al Jefferson",2015,-0.12,-1.45,-0.82,"C",30,"82",74.1666666666667,2472,0.521666666666667,0.0115,0.182166666666667,6.68333333333333,26.6333333333333,16.5,12.2,1.46666666666667,2.7,7.16666666666667,26.8,0.133333333333333,1.26666666666667,13.0833333333333,26.35,0.496833333333333,0.05,0.266666666666667,0.1875,13.0666666666667,26.0833333333333,0.500958466453674,3.46666666666667,4.78333333333333,0.724738675958188,3.55,29.7166666666667,106.333333333333,102
"127","Al Thornton",2008,-3.5,-2.7,-4.3,"PF",24,"80",79,2158,0.504,0.149,0.331,5.2,14,9.6,8.4,1.1,1.5,11.4,24.1,-2.5,-1.3,9,21,0.429,1,3.1,0.32258064516129,8,17.9,0.446927374301676,5.2,7,0.742857142857143,4.7,24.3,97,110
"128","Al-Farouq Aminu",2013,1.06,2.67,1.73,"SF",22,"81",75.1666666666667,1562.66666666667,0.496333333333333,0.225666666666667,0.298666666666667,6.96666666666667,17.7,12.35,6.9,2.18333333333333,1.63333333333333,18.1166666666667,16.4833333333333,-2.88333333333333,0.983333333333333,5.66666666666667,13.7833333333333,0.413166666666667,0.983333333333333,3.2,0.307291666666667,4.68333333333333,10.5833333333333,0.44251968503937,3.16666666666667,4.1,0.772357723577236,4.48333333333333,15.4833333333333,94.8333333333333,105.833333333333
"218","Al-Farouq Aminu",2015,1.73,1.27,2,"SF",24,"81",77,1942.33333333333,0.5155,0.110166666666667,0.292,7.86666666666667,23.2333333333333,15.4333333333333,7.71666666666667,2.33333333333333,2.2,15.45,14.6,-1.55,2.01666666666667,5.85,12.6,0.464166666666667,0.366666666666667,1.41666666666667,0.258823529411765,5.46666666666667,11.1833333333333,0.488822652757079,2.63333333333333,3.7,0.711711711711712,4.08333333333333,14.7,103.333333333333,105.5
"129","Al-Farouq Aminu",2011,-1.3,0.4,1.06,"SF",20,"81",81,1452,0.499,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-3.1,0.1,5.7,14.5,0.394,1.6,5.1,0.313725490196078,4.1,9.4,0.436170212765957,3.3,4.2,0.785714285714286,4.3,16.3,94,108
"219","Al-Farouq Aminu",2014,2.67,1.73,1.27,"SF",23,"81",71.6666666666667,1768,0.4995,0.094,0.2985,7.73333333333333,20.7166666666667,14.1833333333333,7.6,2.25,1.91666666666667,17.2166666666667,15.35,-2.4,1.76666666666667,5.71666666666667,12.9333333333333,0.442833333333333,0.333333333333333,1.21666666666667,0.273972602739726,5.36666666666667,11.7166666666667,0.458036984352774,2.88333333333333,3.88333333333333,0.742489270386266,4.45,14.65,97.6666666666667,104.5
"220","Al-Farouq Aminu",2012,0.4,1.06,2.67,"SF",21,"81",76,1460.33333333333,0.493,0.277666666666667,0.299333333333333,6.66666666666667,15.9,11.3333333333333,6.66666666666667,2.13333333333333,1.5,18.2,16.9333333333333,-3.06666666666667,0.6,5.63333333333333,14.1333333333333,0.399666666666667,1.23333333333333,3.96666666666667,0.310924369747899,4.4,10.1666666666667,0.432786885245902,3.26666666666667,4.2,0.777777777777778,4.53333333333333,15.7666666666667,93.6666666666667,106.333333333333
